uri,citation uri,label,item category,project label,published,updated,latitude,longitude,early bce/ce,late bce/ce,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context (7),icon,Has type,Has type [URI],Consists of,Consists of [URI],License,License [URI],Spatial Coverage [dc-terms-spatial],Spatial Coverage [dc-terms-spatial] [URI],thumbnail,Temporal Coverage,Temporal Coverage [URI],Has taxonomic identifier,Has taxonomic identifier [URI],Coverage,Coverage [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Spatial Coverage,Spatial Coverage [URI],Subject,Subject [URI],Creator,Creator [URI],References,References [URI],project href,Contributor,Contributor [URI],context href,href,BFd,BFd [oc-zoo-bfd],BT,BT [oc-zoo-bt],Bd,Bd [oc-zoo-bd],Bp,Bp [oc-zoo-bp],CD,CD [oc-zoo-cd],DC,DC [oc-zoo-dc],DD,DD [oc-zoo-dd],Dd,Dd [oc-zoo-dd-2],Dl,Dl [oc-zoo-dl],Dp,Dp [oc-zoo-dp],GL,GL [oc-zoo-gl],Ld,Ld [oc-zoo-ld],Ll,Ll [oc-zoo-ll],SD,SD [oc-zoo-sd],Wikidata
http://opencontext.org/subjects/378775be-7a57-47a3-f678-deddb973dc95,https://n2t.net/ark:/28722/k24x57c0w,17341.F30,Animal Bone,Çatalhöyük Zooarchaeology,2013-02-13T00:00:00Z,2022-10-26T03:58:01Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area South,Unit 17341,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,Nerissa Russell,http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c,https://opencontext.org/subjects/72abe034-6aa0-42db-c8bc-cc417a8f04dc,https://opencontext.org/subjects/378775be-7a57-47a3-f678-deddb973dc95,,,,,27.5,27.5,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/8252eb65-222a-4399-9447-62488a4d41dc,https://n2t.net/ark:/28722/k2jh3d87t,PC-00069,Animal Bone,Murlo,2017-10-04T02:45:41Z,2022-10-26T20:57:12Z,43.15271925080332,11.401963320161558,-700.0,-535.0,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 48,"2008, ID:599",,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,Orientalizing (750 BCE - 582 BCE); Roman Imperial (31 CE - 399 CE); Archaic (580 BCE - 482 BCE),https://n2t.net/ark:/99152/p06v8w45852; https://n2t.net/ark:/99152/p06v8w43gnx; https://n2t.net/ark:/99152/p06v8w4g9dz,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Iron age,https://id.loc.gov/authorities/subjects/sh85068153,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,,,"Architecture; Human settlements; Subsistence economy; Archaeology; Civilization, Etruscan",https://id.loc.gov/authorities/subjects/sh85006611; https://id.loc.gov/authorities/subjects/sh85062894; https://id.loc.gov/authorities/subjects/sh85129537; https://id.loc.gov/authorities/subjects/sh85006507; https://id.loc.gov/authorities/subjects/sh85045470,Anthony Tuck,http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0,,,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Sarah Whitcher Kansa,http://opencontext.org/persons/c1f04fdd-a829-4a04-f6b4-670ad6c580b0,https://opencontext.org/subjects/eccc7a10-11c7-43da-74e6-726210980a54,https://opencontext.org/subjects/8252eb65-222a-4399-9447-62488a4d41dc,,,,,18.3,18.3,,,,,,,,,9.7,9.7,,,,,,,,,,,,,
http://opencontext.org/subjects/2f68b8b6-8645-4ee9-71a3-7555f1838aec,https://n2t.net/ark:/28722/k2t43jb91,15335.F40,Animal Bone,Çatalhöyük Zooarchaeology,2013-08-16T00:00:00Z,2022-10-26T02:43:20Z,37.666389,32.8225,-6100.0,-5700.0,Asia,Turkey,Çatalhöyük,Mound West,Trench 5,Unit 15335,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,David Orton,http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008,https://opencontext.org/subjects/ee25b711-3c26-41bf-6b39-d10f20c3311d,https://opencontext.org/subjects/2f68b8b6-8645-4ee9-71a3-7555f1838aec,,,,,26.7,26.7,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/86e26f62-9abd-453b-9ecf-7e516ce90d5b,https://n2t.net/ark:/28722/k2p55vh2g,1714-Bonelit,Animal Bone,Biometrical Database of European Aurochs and Domestic Cattle,2016-04-03T00:00:00Z,2022-10-25T21:11:01Z,44.1618,8.3264,-4800.0,-4200.0,Europe,Italy,Arene Candide,,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,,,Archaeology; Mammal remains (archaeology); Extinct mammals,https://id.loc.gov/authorities/subjects/sh85006507; https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh86007976,Elizabeth Wright,http://opencontext.org/persons/48b6e880-2ee2-484f-abde-7300ed134b1b,Rowley-Conwy (1997),https://www.worldcat.org/oclc/37643367,https://opencontext.org/projects/1816a043-92e2-471d-a23d-aac58695d0d3,Elizabeth Wright; Umberto Albarella; Martin Street; Daniel Makowiecki; Karlheinz Steppan; Jean-Phillipe Brugal,http://opencontext.org/persons/48b6e880-2ee2-484f-abde-7300ed134b1b; http://opencontext.org/persons/61b0cbee-858f-437c-9134-301fba340761; http://opencontext.org/persons/9a83438c-392a-4aaf-a8de-800298f1ab15; http://opencontext.org/persons/6799b1cf-e5c2-445e-8641-88cd28b6f3c5; http://opencontext.org/persons/0f19fa3a-2e8f-4755-8773-109c3fccf992; http://opencontext.org/persons/08664c00-3983-4324-a9bc-7f950b15c855,https://opencontext.org/subjects/9d0d2cca-fc75-4d70-8fb2-9a4aff80e195,https://opencontext.org/subjects/86e26f62-9abd-453b-9ecf-7e516ce90d5b,,,,,62.7,62.7,,,,,,,,,47.2,47.2,,,,,,,,,,,38.0,38.0,
http://opencontext.org/subjects/d092d253-ebb2-48d6-7560-dc43cbf3174e,https://n2t.net/ark:/28722/k2377643b,15180.F42,Animal Bone,Çatalhöyük Zooarchaeology,2013-08-16T00:00:00Z,2022-10-26T02:43:05Z,37.666389,32.8225,-6100.0,-5700.0,Asia,Turkey,Çatalhöyük,Mound West,Trench 5,Unit 15180,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,David Orton,http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008,https://opencontext.org/subjects/d97a7e17-e554-4ec8-a389-f388ac43be4f,https://opencontext.org/subjects/d092d253-ebb2-48d6-7560-dc43cbf3174e,,,,,25.8,25.8,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/03bd28ca-3b64-4fc9-20f0-61ca47df6003,https://n2t.net/ark:/28722/k2z31qw7f,Bone 4933,Animal Bone,Çatalhöyük Area TP Zooarchaeology,2013-03-02T00:00:00Z,2022-10-25T17:20:56Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area TP,Unit 7455,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Has fusion character,http://opencontext.org/vocabularies/open-context-zooarch/has-fusion-char,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Arek Marciniak,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83,,,https://opencontext.org/projects/02594c48-7497-40d7-11ae-ab942dc513b8,Arek Marciniak; Nerissa Russell; Kamilla Pawlowska,http://opencontext.org/persons/fd2d702f-1ec6-4865-cccc-da8af166cc83; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/c5f71c79-0395-4e6a-dfe9-52b2d5215113,https://opencontext.org/subjects/dfb84113-6c4e-40f7-ccd9-1da647cbf90f,https://opencontext.org/subjects/03bd28ca-3b64-4fc9-20f0-61ca47df6003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/40938e7d-a889-4909-e64e-5c2728b8d1c6,https://n2t.net/ark:/28722/k2pg1mf85,12504.F415,Animal Bone,Çatalhöyük Zooarchaeology,2013-02-13T00:00:00Z,2022-10-26T02:19:09Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area South,Unit 12504,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,Sheelagh Frame,http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,https://opencontext.org/subjects/3ef12f41-8337-48ad-394d-f92df52017ab,https://opencontext.org/subjects/40938e7d-a889-4909-e64e-5c2728b8d1c6,,,,,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/9a10fdc7-0e74-4ff3-4842-8bef0cae391b,https://n2t.net/ark:/28722/k2tt4g22h,16938.F3,Animal Bone,Çatalhöyük Zooarchaeology,2013-08-16T00:00:00Z,2022-10-26T03:44:12Z,37.666389,32.8225,-6100.0,-5700.0,Asia,Turkey,Çatalhöyük,Mound West,Trench 5,Unit 16938,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,David Orton,http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008,https://opencontext.org/subjects/45e5caf4-7c1a-4827-3637-764c7c67f6d4,https://opencontext.org/subjects/9a10fdc7-0e74-4ff3-4842-8bef0cae391b,,,,,26.2,26.2,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/7c86c804-889b-4c26-d609-5a8d66bec03e,https://n2t.net/ark:/28722/k2m61fm03,15765.F45,Animal Bone,Çatalhöyük Zooarchaeology,2013-02-13T00:00:00Z,2022-10-26T03:02:17Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area South,Unit 15765,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Sheep or goat,https://eol.org/pages/32609438#gbif-sub,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,Sheelagh Frame,http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,https://opencontext.org/subjects/74ab0f39-1176-4bd0-adef-90594d89bd7b,https://opencontext.org/subjects/7c86c804-889b-4c26-d609-5a8d66bec03e,,,,,25.5,25.5,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/f7fee4ea-cae8-467c-f57e-c839b45e8664,https://n2t.net/ark:/28722/k29s1p84h,16248.F4,Animal Bone,Çatalhöyük Zooarchaeology,2013-02-13T00:00:00Z,2022-10-26T03:04:56Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area South,Unit 16248,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,Sheelagh Frame,http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,https://opencontext.org/subjects/f3ece5ec-366f-4fdf-3a4d-b56301a7265e,https://opencontext.org/subjects/f7fee4ea-cae8-467c-f57e-c839b45e8664,,,,,25.2,25.2,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/5f673c22-c7dd-4de8-594f-fb97f7265dbb,https://n2t.net/ark:/28722/k2fj2d294,16248.F5,Animal Bone,Çatalhöyük Zooarchaeology,2013-02-13T00:00:00Z,2022-10-26T03:04:56Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area South,Unit 16248,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,Sheelagh Frame,http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,https://opencontext.org/subjects/f3ece5ec-366f-4fdf-3a4d-b56301a7265e,https://opencontext.org/subjects/5f673c22-c7dd-4de8-594f-fb97f7265dbb,,,,,25.4,25.4,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/675e1287-b0d2-4c4a-1ffd-5c707b5e5e30,https://n2t.net/ark:/28722/k2513xs23,16225.F23,Animal Bone,Çatalhöyük Zooarchaeology,2013-02-13T00:00:00Z,2022-10-26T03:03:22Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area South,Unit 16225,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Ovis,https://www.gbif.org/species/9531221,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,Sheelagh Frame,http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,https://opencontext.org/subjects/c024faeb-05dc-454a-87d1-d847c27b5e20,https://opencontext.org/subjects/675e1287-b0d2-4c4a-1ffd-5c707b5e5e30,,,,,24.2,24.2,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/ce09aeb4-1bd1-4939-60d9-f90b3c741abb,https://n2t.net/ark:/28722/k2r20vs75,16247.F12,Animal Bone,Çatalhöyük Zooarchaeology,2013-02-13T00:00:00Z,2022-10-26T03:04:53Z,37.668196,32.827191,-7400.0,-6000.0,Asia,Turkey,Çatalhöyük,Mound East,Area South,Unit 16247,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Capra,https://www.gbif.org/species/2441047,Neolithic,https://id.loc.gov/authorities/subjects/sh85090768,Distal epiphysis fused,http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused,Turkey; Çatalhöyük,https://www.geonames.org/298795; https://www.geonames.org/6940561,Mammal remains (archaeology); Animal remains (Archaeology); Subsistence economy,https://id.loc.gov/authorities/subjects/sh2005020452; https://id.loc.gov/authorities/subjects/sh85005230; https://id.loc.gov/authorities/subjects/sh85129537,Louise Martin; David Orton; Katheryn Twiss; Nerissa Russell; Sheelagh Frame,http://opencontext.org/persons/193bc120-d87d-4122-1877-a8ba4999bcda; http://opencontext.org/persons/2664c6a9-3867-4ec7-c7a6-f60c688e7008; http://opencontext.org/persons/7cdf91a1-3230-41fb-274a-e927734f8de6; http://opencontext.org/persons/94aa8533-450d-4fc7-4dc1-3cb12a3fe52c; http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,,,https://opencontext.org/projects/1b426f7c-99ec-4322-4069-e8dbd927ccf1,Sheelagh Frame,http://opencontext.org/persons/d210f391-6424-4e14-fa35-f4f5c4627ea2,https://opencontext.org/subjects/ef5dcc40-bbba-435b-5ac5-d34909850cc3,https://opencontext.org/subjects/ce09aeb4-1bd1-4939-60d9-f90b3c741abb,,,,,26.5,26.5,,,,,,,,,,,,,,,,,,,,,,,
