uri,citation uri,label,item category,project label,published,updated,latitude,longitude,early bce/ce,late bce/ce,Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context (7),icon,Has type,Has type [URI],Consists of,Consists of [URI],License,License [URI],Spatial Coverage [dc-terms-spatial],Spatial Coverage [dc-terms-spatial] [URI],thumbnail,Temporal Coverage,Temporal Coverage [URI],Has taxonomic identifier,Has taxonomic identifier [URI],Coverage,Coverage [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Spatial Coverage,Spatial Coverage [URI],Subject,Subject [URI],Creator,Creator [URI],References,References [URI],project href,Contributor,Contributor [URI],context href,href,BFd,BFd [oc-zoo-bfd],BT,BT [oc-zoo-bt],Bd,Bd [oc-zoo-bd],Bp,Bp [oc-zoo-bp],CD,CD [oc-zoo-cd],DC,DC [oc-zoo-dc],DD,DD [oc-zoo-dd],Dd,Dd [oc-zoo-dd-2],Dl,Dl [oc-zoo-dl],Dp,Dp [oc-zoo-dp],GL,GL [oc-zoo-gl],Ld,Ld [oc-zoo-ld],Ll,Ll [oc-zoo-ll],SD,SD [oc-zoo-sd],Wikidata
http://opencontext.org/subjects/c5723861-1f6f-4d3b-9a7f-cba678ec5d3a,https://n2t.net/ark:/28722/k2697k58c,Tibia-1196,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:43Z,54.57083078866013,-1.3201250852678252,-230.0,80.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/c5723861-1f6f-4d3b-9a7f-cba678ec5d3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/1f74e69d-1eb7-4414-b416-06a5f4777a40,https://n2t.net/ark:/28722/k2w66wg1j,Tibia-0494,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:19:26Z,51.7408487566978,0.684585571289062,50.0,150.0,Europe,United Kingdom,Essex,Heybridge,Elms Farm,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/b6bbe822-debc-4fb7-85ca-265a174ed21c,https://opencontext.org/subjects/1f74e69d-1eb7-4414-b416-06a5f4777a40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/e21134a3-7e53-471b-97de-f454a1cc8ef2,https://n2t.net/ark:/28722/k20z7m354,Tibia-0495,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:19:26Z,51.7408487566978,0.684585571289062,50.0,150.0,Europe,United Kingdom,Essex,Heybridge,Elms Farm,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/b6bbe822-debc-4fb7-85ca-265a174ed21c,https://opencontext.org/subjects/e21134a3-7e53-471b-97de-f454a1cc8ef2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/04d174d5-4b30-41b8-9dde-183966d952d4,https://n2t.net/ark:/28722/k2n58zq46,Tibia-0510,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:19:28Z,51.7408487566978,0.684585571289062,250.0,350.0,Europe,United Kingdom,Essex,Heybridge,Elms Farm,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/b6bbe822-debc-4fb7-85ca-265a174ed21c,https://opencontext.org/subjects/04d174d5-4b30-41b8-9dde-183966d952d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/293eb5fa-6a89-4f06-8f71-30d5d46d2486,https://n2t.net/ark:/28722/k2rx9ph62,Tibia-0511,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:19:28Z,51.7408487566978,0.684585571289062,250.0,350.0,Europe,United Kingdom,Essex,Heybridge,Elms Farm,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/b6bbe822-debc-4fb7-85ca-265a174ed21c,https://opencontext.org/subjects/293eb5fa-6a89-4f06-8f71-30d5d46d2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/459ac6c0-45d8-43d7-a894-d988c8957b44,https://n2t.net/ark:/28722/k24b3hd4z,Tibia-0536,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:19:30Z,50.415119335225285,-5.075543297348972,-400.0,0.0,Europe,United Kingdom,Cornwall,Newquay,Trevelgue Head,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/0e88800b-f81a-44af-a819-7192f9cfcee1,https://opencontext.org/subjects/459ac6c0-45d8-43d7-a894-d988c8957b44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/c13dc834-25d9-497d-ab17-b3250e3b0ec6,https://n2t.net/ark:/28722/k24463m38,Tibia-1187,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:42Z,54.57083078866013,-1.3201250852678252,-230.0,60.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/c13dc834-25d9-497d-ab17-b3250e3b0ec6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/15b37daa-d4f6-4f05-84fe-b94ed6fbdf63,https://n2t.net/ark:/28722/k2cn7j74x,Tibia-1189,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:42Z,54.57083078866013,-1.3201250852678252,-230.0,60.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/15b37daa-d4f6-4f05-84fe-b94ed6fbdf63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/7d1e0c60-8f79-43ee-9af4-fd9336965db9,https://n2t.net/ark:/28722/k2hd88182,Tibia-1190,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:42Z,54.57083078866013,-1.3201250852678252,-230.0,60.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/7d1e0c60-8f79-43ee-9af4-fd9336965db9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/db6a89a2-fad8-40ea-b94b-a9135ff70f0b,https://n2t.net/ark:/28722/k2cn7j73f,Tibia-1191,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:42Z,54.57083078866013,-1.3201250852678252,-230.0,60.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/db6a89a2-fad8-40ea-b94b-a9135ff70f0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/d3e00a89-f2ac-4770-a1d1-e4f15926cc8d,https://n2t.net/ark:/28722/k2hd8817k,Tibia-1192,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:42Z,54.57083078866013,-1.3201250852678252,-230.0,60.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/d3e00a89-f2ac-4770-a1d1-e4f15926cc8d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/ce0b0fbb-2191-4171-b336-b3d41d59a97d,https://n2t.net/ark:/28722/k2wq0df73,Tibia-1195,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:43Z,54.57083078866013,-1.3201250852678252,-230.0,60.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/ce0b0fbb-2191-4171-b336-b3d41d59a97d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/927c7e49-6ad9-49b8-b963-1f378b2f3f53,https://n2t.net/ark:/28722/k2j10g78q,Tibia-0982,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:20Z,51.81058,-0.028749999999999998,253.0,899.0,Europe,United Kingdom,Hertfordshire,Ware,Allen and Hanbury,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/d8fc47a2-f378-474d-8626-4bc4f4c32567,https://opencontext.org/subjects/927c7e49-6ad9-49b8-b963-1f378b2f3f53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/d53697b6-28ca-43f4-948b-c57c1a5afba5,https://n2t.net/ark:/28722/k2ns16225,Tibia-0983,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:20Z,51.81058,-0.028749999999999998,253.0,899.0,Europe,United Kingdom,Hertfordshire,Ware,Allen and Hanbury,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/d8fc47a2-f378-474d-8626-4bc4f4c32567,https://opencontext.org/subjects/d53697b6-28ca-43f4-948b-c57c1a5afba5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/6a9591ac-f39a-4a40-ae90-0d9c0bb323f1,https://n2t.net/ark:/28722/k2nz8kw4t,Tibia-0965,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:18Z,51.81058,-0.028749999999999998,81.0,160.0,Europe,United Kingdom,Hertfordshire,Ware,Allen and Hanbury,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/d8fc47a2-f378-474d-8626-4bc4f4c32567,https://opencontext.org/subjects/6a9591ac-f39a-4a40-ae90-0d9c0bb323f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/67a48c47-a5f0-44fa-a896-19e478ab3b24,https://n2t.net/ark:/28722/k24x5qp54,Tibia-1206,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:44Z,54.57083078866013,-1.3201250852678252,60.0,80.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/67a48c47-a5f0-44fa-a896-19e478ab3b24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/d5b31424-85f4-4f19-ac0f-022953028a9a,https://n2t.net/ark:/28722/k2058001v,Tibia-1197,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:43Z,54.57083078866013,-1.3201250852678252,60.0,80.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/d5b31424-85f4-4f19-ac0f-022953028a9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/ea550768-63bf-4319-a24d-c4c36d9d7f41,https://n2t.net/ark:/28722/k27p9dm1m,Tibia-1199,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:43Z,54.57083078866013,-1.3201250852678252,60.0,80.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/ea550768-63bf-4319-a24d-c4c36d9d7f41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/5116217b-2159-44e5-b691-215794c73b39,https://n2t.net/ark:/28722/k2cc1f11h,Tibia-1200,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:43Z,54.57083078866013,-1.3201250852678252,60.0,80.0,Europe,United Kingdom,Stockton on Tees,Thorpe Thewles,,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e423bf4-6efb-454a-b591-188659c83c57,https://opencontext.org/subjects/5116217b-2159-44e5-b691-215794c73b39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/98d2854f-7dc4-49f7-9da7-d731dcbe9ad8,https://n2t.net/ark:/28722/k2xh01h3r,Tibia-0967,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:20:18Z,51.81058,-0.028749999999999998,81.0,160.0,Europe,United Kingdom,Hertfordshire,Ware,Allen and Hanbury,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/d8fc47a2-f378-474d-8626-4bc4f4c32567,https://opencontext.org/subjects/98d2854f-7dc4-49f7-9da7-d731dcbe9ad8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/961e5507-4982-4e32-a0c6-b26101165ffd,https://n2t.net/ark:/28722/k21269j56,Tibia-1517,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:21:18Z,53.90663641079301,-1.4056501758720845,-500.0,50.0,Europe,United Kingdom,West Yorkshire,Collingham,Dalton Parlours,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e75ca30-c7b5-4323-bc0b-62fbf3c3ecf9,https://opencontext.org/subjects/961e5507-4982-4e32-a0c6-b26101165ffd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/f2697f51-7384-4073-935e-8c2d9b7d64e4,https://n2t.net/ark:/28722/k24q89z5t,Tibia-1518,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:21:18Z,53.90663641079301,-1.4056501758720845,-500.0,50.0,Europe,United Kingdom,West Yorkshire,Collingham,Dalton Parlours,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e75ca30-c7b5-4323-bc0b-62fbf3c3ecf9,https://opencontext.org/subjects/f2697f51-7384-4073-935e-8c2d9b7d64e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/25994923-bb47-4622-b2bd-b966499c1808,https://n2t.net/ark:/28722/k2086p93d,Tibia-1524,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:21:19Z,53.90663641079301,-1.4056501758720845,200.0,370.0,Europe,United Kingdom,West Yorkshire,Collingham,Dalton Parlours,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e75ca30-c7b5-4323-bc0b-62fbf3c3ecf9,https://opencontext.org/subjects/25994923-bb47-4622-b2bd-b966499c1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/c4a92a7e-fcdf-4a77-badd-f861911fd88c,https://n2t.net/ark:/28722/k2m337f1k,Tibia-1521,Animal Bone,Cattle husbandry in the Iron Age and Roman Britain,2007-01-01T00:00:00Z,2022-10-25T19:21:18Z,53.90663641079301,-1.4056501758720845,200.0,370.0,Europe,United Kingdom,West Yorkshire,Collingham,Dalton Parlours,,,https://opencontext.org/static/oc/icons-v2/noun-camel-4109324.svg,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,animal material,https://vocab.getty.edu/aat/300011793,Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0,,,,,,Bos taurus,https://www.gbif.org/species/2441022,,,,,,,,,,,,,https://opencontext.org/projects/0c2d10b9-9691-458b-991b-01602195405c,Colin Duval,http://opencontext.org/persons/e25dfa3c-28e5-49b9-a97f-26ccfa2be12a,https://opencontext.org/subjects/3e75ca30-c7b5-4323-bc0b-62fbf3c3ecf9,https://opencontext.org/subjects/c4a92a7e-fcdf-4a77-badd-f861911fd88c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
